2024-11-15 18:59:57,421 INFO    Thread-10 (_run_job):19600 [wandb_setup.py:_flush():79] Current SDK version is 0.18.5
2024-11-15 18:59:57,422 INFO    Thread-10 (_run_job):19600 [wandb_setup.py:_flush():79] Configure stats pid to 19600
2024-11-15 18:59:57,422 INFO    Thread-10 (_run_job):19600 [wandb_setup.py:_flush():79] Loading settings from C:\Users\barbo\.config\wandb\settings
2024-11-15 18:59:57,422 INFO    Thread-10 (_run_job):19600 [wandb_setup.py:_flush():79] Loading settings from c:\Users\barbo\brain classifier repo\brain_classifier\src\wandb\settings
2024-11-15 18:59:57,422 INFO    Thread-10 (_run_job):19600 [wandb_setup.py:_flush():79] Loading settings from environment variables: {'project': 'graph-classification-graphs_sc', 'entity': 'barbonigiorgia-sapienza-universit-di-roma', 'root_dir': 'c:\\Users\\barbo\\brain classifier repo\\brain_classifier\\src', 'sweep_id': 'g702m7u1', 'run_id': 'eflwitnv', 'sweep_param_path': 'c:\\Users\\barbo\\brain classifier repo\\brain_classifier\\src\\wandb\\sweep-g702m7u1\\config-eflwitnv.yaml'}
2024-11-15 18:59:57,422 INFO    Thread-10 (_run_job):19600 [wandb_setup.py:_flush():79] Applying setup settings: {'mode': None, '_disable_service': None}
2024-11-15 18:59:57,422 INFO    Thread-10 (_run_job):19600 [wandb_setup.py:_flush():79] Inferring run settings from compute environment: {'program': '<python with no main file>'}
2024-11-15 18:59:57,422 INFO    Thread-10 (_run_job):19600 [wandb_setup.py:_flush():79] Applying login settings: {}
2024-11-15 18:59:57,423 INFO    Thread-10 (_run_job):19600 [wandb_init.py:_log_setup():534] Logging user logs to c:\Users\barbo\brain classifier repo\brain_classifier\src\wandb\run-20241115_185957-eflwitnv\logs\debug.log
2024-11-15 18:59:57,423 INFO    Thread-10 (_run_job):19600 [wandb_init.py:_log_setup():535] Logging internal logs to c:\Users\barbo\brain classifier repo\brain_classifier\src\wandb\run-20241115_185957-eflwitnv\logs\debug-internal.log
2024-11-15 18:59:57,423 INFO    Thread-10 (_run_job):19600 [wandb_init.py:_jupyter_setup():480] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x0000029655013700>
2024-11-15 18:59:57,423 INFO    Thread-10 (_run_job):19600 [wandb_init.py:init():621] calling init triggers
2024-11-15 18:59:57,423 INFO    Thread-10 (_run_job):19600 [wandb_init.py:init():628] wandb.init called with sweep_config: {'batch_size': 16, 'in_channels': 6, 'learning_rate': 0.01, 'num_epochs': 1, 'num_heads': 3, 'optimizer': 'sgd', 'out_channels': 12, 'random_state': 42, 'test_size': 0.3, 'weight_decay': 0.0001}
config: {}
2024-11-15 18:59:57,423 INFO    Thread-10 (_run_job):19600 [wandb_init.py:init():671] starting backend
2024-11-15 18:59:57,423 INFO    Thread-10 (_run_job):19600 [wandb_init.py:init():675] sending inform_init request
2024-11-15 18:59:57,428 INFO    Thread-10 (_run_job):19600 [backend.py:_multiprocessing_setup():104] multiprocessing start_methods=spawn, using: spawn
2024-11-15 18:59:57,433 INFO    Thread-10 (_run_job):19600 [wandb_init.py:init():688] backend started and connected
2024-11-15 18:59:57,457 INFO    Thread-10 (_run_job):19600 [wandb_run.py:_config_callback():1390] config_cb None None {'batch_size': 16, 'in_channels': 6, 'learning_rate': 0.01, 'num_epochs': 1, 'num_heads': 3, 'optimizer': 'sgd', 'out_channels': 12, 'random_state': 42, 'test_size': 0.3, 'weight_decay': 0.0001}
2024-11-15 18:59:57,457 INFO    Thread-10 (_run_job):19600 [wandb_run.py:_label_probe_notebook():1342] probe notebook
2024-11-15 18:59:57,457 INFO    Thread-10 (_run_job):19600 [wandb_run.py:_label_probe_notebook():1352] Unable to probe notebook: 'charmap' codec can't decode byte 0x81 in position 38537: character maps to <undefined>
2024-11-15 18:59:57,457 INFO    Thread-10 (_run_job):19600 [wandb_init.py:init():783] updated telemetry
2024-11-15 18:59:57,504 INFO    Thread-10 (_run_job):19600 [wandb_init.py:init():816] communicating run to backend with 90.0 second timeout
2024-11-15 18:59:58,857 INFO    Thread-10 (_run_job):19600 [wandb_init.py:init():867] starting run threads in backend
2024-11-15 18:59:59,080 INFO    Thread-10 (_run_job):19600 [wandb_run.py:_console_start():2463] atexit reg
2024-11-15 18:59:59,080 INFO    Thread-10 (_run_job):19600 [wandb_run.py:_redirect():2311] redirect: wrap_raw
2024-11-15 18:59:59,081 INFO    Thread-10 (_run_job):19600 [wandb_run.py:_redirect():2376] Wrapping output streams.
2024-11-15 18:59:59,081 INFO    Thread-10 (_run_job):19600 [wandb_run.py:_redirect():2401] Redirects installed.
2024-11-15 18:59:59,083 INFO    Thread-10 (_run_job):19600 [wandb_init.py:init():911] run started, returning control to user process
2024-11-15 18:59:59,466 INFO    Thread-10 (_run_job):19600 [wandb_watch.py:_watch():71] Watching
2024-11-15 19:00:07,139 INFO    Thread-10 (_run_job):19600 [wandb_run.py:_finish():2158] finishing run barbonigiorgia-sapienza-universit-di-roma/graph-classification-graphs_sc/eflwitnv
2024-11-15 19:00:07,144 ERROR   Thread-10 (_run_job):19600 [jupyter.py:save_history():451] Run pip install nbformat to save notebook history
2024-11-15 19:00:07,144 INFO    Thread-10 (_run_job):19600 [jupyter.py:save_ipynb():387] not saving jupyter notebook
2024-11-15 19:00:07,144 INFO    Thread-10 (_run_job):19600 [wandb_init.py:_jupyter_teardown():462] cleaning up jupyter logic
2024-11-15 19:00:07,144 INFO    Thread-10 (_run_job):19600 [wandb_run.py:_atexit_cleanup():2426] got exitcode: 0
2024-11-15 19:00:07,144 INFO    Thread-10 (_run_job):19600 [wandb_run.py:_restore():2408] restore
2024-11-15 19:00:07,144 INFO    Thread-10 (_run_job):19600 [wandb_run.py:_restore():2414] restore done
2024-11-15 19:00:14,183 INFO    Thread-10 (_run_job):19600 [wandb_run.py:_footer_history_summary_info():3975] rendering history
2024-11-15 19:00:14,183 INFO    Thread-10 (_run_job):19600 [wandb_run.py:_footer_history_summary_info():4007] rendering summary
2024-11-15 19:00:14,183 INFO    Thread-10 (_run_job):19600 [wandb_run.py:_footer_sync_info():3934] logging synced files
